player_name,over,min_runs,max_runs,avg_runs
DW Steyn,18,0,10,2.473684210526316
DW Steyn,19,0,16,3.6666666666666665
Dhruv Jurel,4,3,3,3.0
Dhruv Jurel,5,0,19,9.5
Dhruv Jurel,6,1,4,3.0
Dhruv Jurel,7,1,1,1.0
Dhruv Jurel,8,0,11,3.5
Dhruv Jurel,9,0,8,2.5
Dhruv Jurel,10,2,7,4.4
Dhruv Jurel,11,1,6,2.5
Dhruv Jurel,12,1,19,6.0
Dhruv Jurel,13,0,19,3.5
Dhruv Jurel,14,0,8,2.5
Dhruv Jurel,15,1,9,4.0
Dhruv Jurel,16,0,10,5.5
Dhruv Jurel,17,0,10,2.5714285714285716
Dhruv Jurel,18,0,15,5.214285714285714
Dhruv Jurel,19,0,12,4.9
E Lewis,0,0,6,1.6470588235294117
E Lewis,1,0,7,3.125
E Lewis,2,0,12,4.105263157894737
E Lewis,3,0,18,6.764705882352941
E Lewis,4,0,16,6.0
E Lewis,5,0,18,4.733333333333333
E Lewis,6,0,2,1.3333333333333333
E Lewis,7,1,6,2.75
E Lewis,8,1,16,7.25
E Lewis,9,1,9,3.0
E Lewis,10,0,13,5.166666666666667
E Lewis,11,0,7,2.75
E Lewis,12,0,6,1.8333333333333333
E Lewis,13,6,12,9.0
E Lewis,14,2,5,3.5
E Lewis,15,2,6,4.0
E Lewis,16,0,6,3.0
E Lewis,17,1,1,1.0
E Lewis,18,0,16,8.0
E Lewis,19,1,1,1.0
EJG Morgan,0,1,9,5.4
EJG Morgan,1,0,3,0.8571428571428571
EJG Morgan,2,0,8,2.2857142857142856
EJG Morgan,3,0,13,3.357142857142857
EJG Morgan,4,0,7,2.5714285714285716
EJG Morgan,5,0,9,2.75
EJG Morgan,6,1,11,3.15
EJG Morgan,7,0,7,2.4782608695652173
EJG Morgan,8,0,5,2.260869565217391
EJG Morgan,9,0,9,3.217391304347826
EJG Morgan,10,0,10,2.607142857142857
EJG Morgan,11,0,14,2.888888888888889
EJG Morgan,12,0,11,4.08
EJG Morgan,13,0,20,3.966666666666667
EJG Morgan,14,0,17,3.096774193548387
EJG Morgan,15,0,18,3.8620689655172415
EJG Morgan,16,0,17,3.357142857142857
EJG Morgan,17,0,20,5.730769230769231
EJG Morgan,18,0,17,4.333333333333333
EJG Morgan,19,0,16,5.384615384615385
ER Dwivedi,0,5,5,5.0
ER Dwivedi,16,5,5,5.0
ER Dwivedi,17,2,2,2.0
ER Dwivedi,18,12,12,12.0
F Behardien,8,0,0,0.0
F Behardien,17,6,6,6.0
F Behardien,18,2,5,3.5
F Behardien,19,1,1,1.0
F du Plessis,0,0,8,1.6373626373626373
F du Plessis,1,0,20,3.9019607843137254
F du Plessis,2,0,17,4.22680412371134
F du Plessis,3,0,18,5.252873563218391
F du Plessis,4,0,18,5.036144578313253
F du Plessis,5,0,18,4.782051282051282
F du Plessis,6,0,13,3.135135135135135
F du Plessis,7,0,16,3.257142857142857
F du Plessis,8,0,14,3.130434782608696
F du Plessis,9,0,13,3.1159420289855073
F du Plessis,10,0,19,3.806451612903226
F du Plessis,11,0,12,3.1785714285714284
F du Plessis,12,0,17,3.4642857142857144
F du Plessis,13,0,13,3.811320754716981
F du Plessis,14,0,14,4.1395348837209305
F du Plessis,15,0,17,3.8974358974358974
F du Plessis,16,0,19,4.827586206896552
F du Plessis,17,0,19,6.478260869565218
F du Plessis,18,0,13,5.357142857142857
F du Plessis,19,0,13,4.7272727272727275
FA Allen,13,1,1,1.0
FA Allen,14,2,2,2.0
FA Allen,15,2,5,3.5
FA Allen,16,1,3,2.0
FA Allen,17,0,0,0.0
FA Allen,19,0,0,0.0
FH Edwards,18,1,1,1.0
FH Edwards,19,0,3,1.5
FY Fazal,0,0,5,3.3333333333333335
FY Fazal,1,0,5,2.0
FY Fazal,2,0,13,6.0
FY Fazal,3,1,5,3.0
FY Fazal,4,1,5,2.4
FY Fazal,5,1,3,1.8
FY Fazal,6,0,8,2.75
FY Fazal,7,1,6,3.0
FY Fazal,8,0,5,2.3333333333333335
FY Fazal,9,2,8,5.333333333333333
FY Fazal,10,2,9,4.333333333333333
FY Fazal,11,2,4,3.0
FY Fazal,12,0,2,1.0
FY Fazal,13,1,2,1.5
FY Fazal,14,1,1,1.0
FY Fazal,15,1,1,1.0
FY Fazal,16,1,3,2.3333333333333335
FY Fazal,17,0,9,4.0
FY Fazal,18,6,9,7.5
FY Fazal,19,1,1,1.0
Fazalhaq Farooqi,16,0,0,0.0
Fazalhaq Farooqi,17,1,1,1.0
Fazalhaq Farooqi,18,0,1,0.5
Fazalhaq Farooqi,19,1,1,1.0
G Coetzee,13,1,1,1.0
G Coetzee,14,2,2,2.0
G Coetzee,15,1,1,1.0
G Coetzee,16,0,1,0.5
G Coetzee,17,6,6,6.0
G Coetzee,18,0,1,0.6666666666666666
G Coetzee,19,0,0,0.0
G Gambhir,0,0,12,2.6106194690265485
G Gambhir,1,0,13,3.6050420168067228
G Gambhir,2,0,12,3.5315315315315314
G Gambhir,3,0,16,3.7452830188679247
G Gambhir,4,0,15,4.571428571428571
G Gambhir,5,0,18,3.761904761904762
G Gambhir,6,0,13,3.4473684210526314
G Gambhir,7,0,13,3.0303030303030303
G Gambhir,8,0,9,3.1166666666666667
G Gambhir,9,0,11,4.071428571428571
G Gambhir,10,0,14,3.3773584905660377
G Gambhir,11,0,9,3.297872340425532
G Gambhir,12,0,13,3.744186046511628
G Gambhir,13,0,15,4.0476190476190474
G Gambhir,14,0,13,4.129032258064516
G Gambhir,15,0,9,4.083333333333333
G Gambhir,16,0,9,3.625
G Gambhir,17,0,12,4.0
G Gambhir,18,0,6,2.625
G Gambhir,19,0,0,0.0
GB Hogg,17,1,3,2.0
GB Hogg,18,1,3,2.25
GB Hogg,19,1,7,3.0
GC Smith,0,0,9,1.56
GC Smith,1,0,7,2.4166666666666665
GC Smith,2,0,14,3.9047619047619047
GC Smith,3,0,6,2.8333333333333335
GC Smith,4,0,14,5.4375
GC Smith,5,0,11,3.3529411764705883
GC Smith,6,0,6,2.375
GC Smith,7,0,15,4.416666666666667
GC Smith,8,0,11,3.5454545454545454
GC Smith,9,1,11,4.1
GC Smith,10,1,15,4.6
GC Smith,11,1,6,2.888888888888889
GC Smith,12,0,5,1.75
GC Smith,13,1,8,4.166666666666667
GC Smith,14,0,7,2.8333333333333335
GC Smith,15,2,12,6.0
GC Smith,16,5,11,8.0
GC Smith,17,0,6,2.3333333333333335
GC Smith,18,4,4,4.0
GC Smith,19,1,1,1.0
GC Viljoen,16,1,1,1.0
GC Viljoen,17,0,0,0.0
GC Viljoen,19,0,2,1.0
GD McGrath,15,4,4,4.0
GD McGrath,18,0,0,0.0
GD Phillips,3,0,0,0.0
GD Phillips,4,0,0,0.0
GD Phillips,5,0,0,0.0
GD Phillips,6,1,6,3.5
GD Phillips,7,2,2,2.0
GD Phillips,8,1,7,4.0
GD Phillips,9,0,1,0.5
GD Phillips,12,0,0,0.0
GD Phillips,15,0,0,0.0
GD Phillips,16,0,13,6.5
GD Phillips,17,1,3,1.6666666666666667
GD Phillips,18,4,22,13.0
GD Phillips,19,1,1,1.0
GH Vihari,0,0,1,0.5
GH Vihari,1,0,2,0.8333333333333334
GH Vihari,2,0,3,1.25
GH Vihari,3,0,4,1.1666666666666667
GH Vihari,4,0,5,2.5
GH Vihari,5,1,9,3.7142857142857144
GH Vihari,6,0,9,2.8333333333333335
GH Vihari,7,0,2,1.0
GH Vihari,8,1,5,1.7142857142857142
GH Vihari,9,1,5,2.7142857142857144
GH Vihari,10,0,8,2.2857142857142856
GH Vihari,11,1,8,3.25
GH Vihari,12,1,6,2.8333333333333335
GH Vihari,13,1,8,2.8333333333333335
GH Vihari,14,1,6,2.5
GH Vihari,15,1,9,4.166666666666667
GH Vihari,16,2,7,4.25
GH Vihari,17,0,6,3.0
GH Vihari,18,0,2,1.125
GH Vihari,19,0,4,1.6
GHS Garton,18,1,1,1.0
GHS Garton,19,0,1,0.5
GJ Bailey,0,0,5,3.0
GJ Bailey,1,1,5,3.3333333333333335
GJ Bailey,2,0,10,4.166666666666667
GJ Bailey,3,0,5,1.5555555555555556
GJ Bailey,4,0,9,1.5384615384615385
GJ Bailey,5,0,13,4.076923076923077
GJ Bailey,6,0,7,2.5
GJ Bailey,7,0,8,3.0
GJ Bailey,8,0,8,2.5
GJ Bailey,9,0,6,2.0
GJ Bailey,10,0,6,2.2222222222222223
GJ Bailey,11,0,6,2.7142857142857144
GJ Bailey,12,1,6,2.3333333333333335
GJ Bailey,13,0,6,1.9090909090909092
GJ Bailey,14,0,6,2.5454545454545454
GJ Bailey,15,1,7,3.3333333333333335
GJ Bailey,16,1,11,3.933333333333333
GJ Bailey,17,1,21,4.733333333333333
GJ Bailey,18,0,16,6.529411764705882
GJ Bailey,19,0,18,5.75
GJ Maxwell,0,0,6,2.142857142857143
GJ Maxwell,1,1,7,3.25
GJ Maxwell,2,0,15,5.235294117647059
GJ Maxwell,3,0,9,2.8636363636363638
GJ Maxwell,4,0,12,3.68
GJ Maxwell,5,0,15,4.774193548387097
GJ Maxwell,6,0,16,3.6315789473684212
GJ Maxwell,7,0,18,4.48936170212766
GJ Maxwell,8,0,23,3.951219512195122
GJ Maxwell,9,0,16,4.72093023255814
GJ Maxwell,10,0,17,4.294117647058823
GJ Maxwell,11,0,16,4.326530612244898
GJ Maxwell,12,0,21,5.282608695652174
GJ Maxwell,13,0,15,5.225
GJ Maxwell,14,0,27,4.702702702702703
GJ Maxwell,15,0,19,4.9375
GJ Maxwell,16,0,22,4.925925925925926
GJ Maxwell,17,0,17,5.5
GJ Maxwell,18,1,15,6.4
GJ Maxwell,19,0,12,4.0
GR Napier,11,1,1,1.0
GR Napier,12,2,2,2.0
GR Napier,13,5,5,5.0
GR Napier,14,2,2,2.0
GR Napier,15,5,5,5.0
Gulbadin Naib,13,1,1,1.0
Gulbadin Naib,14,3,3,3.0
Gulbadin Naib,15,7,7,7.0
Gulbadin Naib,16,2,2,2.0
Gulbadin Naib,17,5,5,5.0
Gulbadin Naib,18,1,1,1.0
Gurkeerat Singh,2,0,6,2.0
Gurkeerat Singh,3,0,4,2.0
Gurkeerat Singh,4,0,4,1.5
Gurkeerat Singh,5,1,9,4.25
Gurkeerat Singh,6,0,5,2.1666666666666665
Gurkeerat Singh,7,1,6,3.0
Gurkeerat Singh,8,0,6,2.1818181818181817
Gurkeerat Singh,9,1,7,2.625
Gurkeerat Singh,10,1,3,1.8333333333333333
Gurkeerat Singh,11,0,9,5.428571428571429
Gurkeerat Singh,12,0,8,2.9
Gurkeerat Singh,13,0,8,2.888888888888889
Gurkeerat Singh,14,0,9,3.0
Gurkeerat Singh,15,0,14,3.5714285714285716
Gurkeerat Singh,16,0,14,5.266666666666667
Gurkeerat Singh,17,1,10,3.642857142857143
Gurkeerat Singh,18,0,6,1.9090909090909092
Gurkeerat Singh,19,0,17,5.0
H Das,17,1,1,1.0
H Das,18,1,1,1.0
H Klaasen,0,1,1,1.0
H Klaasen,1,6,6,6.0
H Klaasen,2,2,4,3.0
H Klaasen,3,1,5,3.0
H Klaasen,4,1,11,6.0
H Klaasen,5,1,15,7.2
H Klaasen,6,0,5,2.5714285714285716
H Klaasen,7,1,8,2.909090909090909
H Klaasen,8,1,13,5.285714285714286
H Klaasen,9,0,7,2.588235294117647
H Klaasen,10,1,14,5.277777777777778
H Klaasen,11,1,13,3.2857142857142856
H Klaasen,12,0,13,4.476190476190476
H Klaasen,13,0,20,5.363636363636363
H Klaasen,14,0,12,3.909090909090909
H Klaasen,15,1,13,5.368421052631579
H Klaasen,16,1,15,6.117647058823529
H Klaasen,17,0,15,5.375
H Klaasen,18,0,19,6.285714285714286
H Klaasen,19,1,18,9.333333333333334
HC Brook,0,0,13,4.666666666666667
HC Brook,1,1,5,3.5
HC Brook,2,0,13,3.8
HC Brook,3,0,10,4.2
HC Brook,4,0,1,0.75
HC Brook,5,0,6,2.75
HC Brook,6,0,3,1.6666666666666667
HC Brook,7,2,2,2.0
HC Brook,8,2,3,2.5
HC Brook,9,0,3,1.5
HC Brook,10,2,2,2.0
HC Brook,12,0,3,1.5
HC Brook,13,2,3,2.5
HC Brook,14,11,22,16.5
HC Brook,15,2,5,3.5
HC Brook,16,2,5,3.5
HC Brook,17,4,6,5.0
HC Brook,18,0,5,2.0
HC Brook,19,1,5,3.0
HE van der Dussen,6,1,1,1.0
HE van der Dussen,7,1,1,1.0
HE van der Dussen,8,0,4,2.0
HE van der Dussen,9,0,4,2.0
HE van der Dussen,10,0,0,0.0
HE van der Dussen,17,3,3,3.0
HE van der Dussen,18,6,6,6.0
HE van der Dussen,19,3,3,3.0
HF Gurney,16,0,0,0.0
HF Gurney,17,0,0,0.0
HF Gurney,19,1,1,1.0
HH Gibbs,0,0,13,2.5238095238095237
HH Gibbs,1,0,18,4.222222222222222
HH Gibbs,2,0,12,3.32
HH Gibbs,3,0,6,2.772727272727273
HH Gibbs,4,0,17,3.3043478260869565
HH Gibbs,5,0,13,3.0
HH Gibbs,6,0,8,2.619047619047619
HH Gibbs,7,0,14,3.611111111111111
HH Gibbs,8,0,8,3.0
HH Gibbs,9,0,11,2.75
HH Gibbs,10,0,10,3.0
HH Gibbs,11,0,13,4.0
HH Gibbs,12,0,7,1.9
HH Gibbs,13,1,4,2.25
HH Gibbs,14,0,9,4.166666666666667
HH Gibbs,15,1,6,2.2
HH Gibbs,16,1,6,3.5
HH Gibbs,17,1,12,6.25
HH Gibbs,18,2,7,4.333333333333333
HH Gibbs,19,2,7,4.5
HH Pandya,0,1,7,3.5
HH Pandya,1,0,10,2.6666666666666665
HH Pandya,2,0,12,3.7777777777777777
HH Pandya,3,0,8,2.9
HH Pandya,4,0,13,2.642857142857143
HH Pandya,5,0,16,1.95
HH Pandya,6,0,13,3.2857142857142856
HH Pandya,7,1,9,4.217391304347826
HH Pandya,8,0,18,4.148148148148148
HH Pandya,9,0,14,4.0
HH Pandya,10,0,23,3.0344827586206895
HH Pandya,11,0,14,4.212121212121212
HH Pandya,12,0,13,3.388888888888889
HH Pandya,13,0,20,3.8541666666666665
HH Pandya,14,0,15,3.6153846153846154
HH Pandya,15,0,14,2.912280701754386
HH Pandya,16,0,17,3.6666666666666665
HH Pandya,17,0,25,4.984126984126984
HH Pandya,18,0,21,5.209677419354839
HH Pandya,19,0,28,7.0476190476190474
HM Amla,0,0,10,3.642857142857143
HM Amla,1,0,12,4.3
HM Amla,2,0,9,3.0833333333333335
HM Amla,3,1,8,3.1818181818181817
HM Amla,4,0,7,3.5833333333333335
HM Amla,5,0,14,5.2
HM Amla,6,1,4,2.0
HM Amla,7,1,8,2.5555555555555554
HM Amla,8,1,12,4.285714285714286
HM Amla,9,1,6,3.2857142857142856
HM Amla,10,1,8,4.142857142857143
HM Amla,11,0,10,4.0
HM Amla,12,2,9,6.0
HM Amla,13,1,5,2.4
HM Amla,14,0,2,1.0
HM Amla,15,9,20,13.666666666666666
HM Amla,16,2,15,10.0
HM Amla,17,4,7,5.333333333333333
HM Amla,18,1,7,3.3333333333333335
HM Amla,19,0,14,8.333333333333334
HR Shokeen,4,0,0,0.0
HR Shokeen,5,1,1,1.0
HR Shokeen,6,0,0,0.0
HR Shokeen,7,1,1,1.0
HR Shokeen,8,1,8,4.5
HR Shokeen,9,2,6,4.0
HR Shokeen,10,3,6,4.5
HR Shokeen,11,0,5,2.5
HR Shokeen,12,0,10,5.0
HR Shokeen,13,0,0,0.0
HR Shokeen,15,5,5,5.0
HR Shokeen,16,1,1,1.0
HR Shokeen,17,0,2,1.0
HR Shokeen,18,0,3,1.5
HR Shokeen,19,12,12,12.0
HV Patel,7,0,0,0.0
HV Patel,8,0,2,1.0
HV Patel,9,2,2,2.0
HV Patel,10,0,8,3.6666666666666665
HV Patel,11,0,2,0.75
HV Patel,12,0,8,2.0
HV Patel,13,1,6,2.8333333333333335
HV Patel,14,0,10,3.142857142857143
HV Patel,15,0,6,2.2
HV Patel,16,0,5,1.6153846153846154
HV Patel,17,0,10,3.8461538461538463
HV Patel,18,0,15,3.2666666666666666
HV Patel,19,0,19,3.3333333333333335
Harbhajan Singh,1,1,1,1.0
Harbhajan Singh,2,9,9,9.0
Harbhajan Singh,3,0,4,2.0
Harbhajan Singh,4,0,12,3.0
Harbhajan Singh,5,0,12,4.833333333333333
Harbhajan Singh,6,1,6,3.6666666666666665
Harbhajan Singh,7,2,4,2.6666666666666665
Harbhajan Singh,8,0,8,3.3333333333333335
Harbhajan Singh,9,1,6,3.0
Harbhajan Singh,10,0,6,2.5
Harbhajan Singh,11,1,15,5.0
Harbhajan Singh,12,1,6,3.6
Harbhajan Singh,13,0,14,2.6666666666666665
Harbhajan Singh,14,0,13,2.3
Harbhajan Singh,15,0,7,2.6875
Harbhajan Singh,16,0,19,2.76
Harbhajan Singh,17,0,13,4.054054054054054
Harbhajan Singh,18,0,19,3.9318181818181817
Harbhajan Singh,19,0,17,4.2
Harmeet Singh,18,0,10,4.333333333333333
Harmeet Singh,19,1,4,2.5
Harpreet Brar,8,1,1,1.0
Harpreet Brar,9,0,1,0.5
Harpreet Brar,10,1,1,1.0
Harpreet Brar,11,0,6,3.0
Harpreet Brar,12,1,4,2.5
Harpreet Brar,13,0,2,1.0
Harpreet Brar,14,0,9,1.8571428571428572
Harpreet Brar,15,2,6,3.2857142857142856
Harpreet Brar,16,0,6,2.8
Harpreet Brar,17,0,11,3.5
Harpreet Brar,18,0,12,3.7857142857142856
Harpreet Brar,19,0,7,3.923076923076923
Harpreet Singh,2,1,4,2.5
Harpreet Singh,3,0,5,3.3333333333333335
Harpreet Singh,4,0,7,4.333333333333333
Harpreet Singh,5,0,1,0.6666666666666666
Harpreet Singh,6,1,2,1.5
Harpreet Singh,7,2,2,2.0
Harpreet Singh,8,7,7,7.0
Harpreet Singh,9,1,1,1.0
Harpreet Singh,10,4,5,4.5
Harpreet Singh,11,1,1,1.0
Harpreet Singh,12,2,7,4.5
Harpreet Singh,13,1,2,1.6666666666666667
Harpreet Singh,14,1,2,1.6666666666666667
Harpreet Singh,15,1,18,6.5
Harpreet Singh,16,1,7,4.0
Harpreet Singh,17,0,2,1.0
Harpreet Singh,18,0,1,0.5
Harpreet Singh,19,1,2,1.5
Harshit Rana,12,1,1,1.0
Harshit Rana,13,3,3,3.0
Harshit Rana,14,0,2,1.0
Harshit Rana,16,5,5,5.0
Harshit Rana,17,0,0,0.0
Harshit Rana,18,1,1,1.0
Harshit Rana,19,0,5,2.25
I Malhotra,18,1,1,1.0
I Malhotra,19,6,6,6.0
I Sharma,13,0,4,1.6666666666666667
I Sharma,14,0,5,1.75
I Sharma,15,0,1,0.5
I Sharma,16,0,1,0.6666666666666666
I Sharma,17,0,9,3.3333333333333335
I Sharma,18,0,2,0.8571428571428571
I Sharma,19,0,10,1.8571428571428572
I Udana,16,1,1,1.0
I Udana,17,0,1,0.5
I Udana,18,0,2,1.0
I Udana,19,4,7,5.5
IC Pandey,19,0,0,0.0
IK Pathan,0,1,11,4.5
IK Pathan,1,0,11,4.5
IK Pathan,2,0,5,2.75
IK Pathan,3,0,5,1.8
IK Pathan,4,1,13,7.666666666666667
IK Pathan,5,1,9,3.25
IK Pathan,6,0,3,1.0
IK Pathan,7,1,7,1.8
IK Pathan,8,0,10,2.1818181818181817
IK Pathan,9,0,16,3.2
IK Pathan,10,0,7,2.7
IK Pathan,11,1,8,2.5217391304347827
IK Pathan,12,0,5,1.8275862068965518
IK Pathan,13,0,9,1.90625
IK Pathan,14,0,10,2.1818181818181817
IK Pathan,15,0,13,3.3333333333333335
IK Pathan,16,0,20,3.838709677419355
IK Pathan,17,0,14,3.5588235294117645
IK Pathan,18,0,14,4.914285714285715
IK Pathan,19,0,15,4.314285714285714
IR Jaggi,0,0,1,0.5
IR Jaggi,1,0,9,3.3333333333333335
IR Jaggi,2,1,5,2.6666666666666665
IR Jaggi,3,1,2,1.5
IR Jaggi,4,0,1,0.5
IR Jaggi,5,0,1,0.6666666666666666
IR Jaggi,6,1,2,1.3333333333333333
IR Jaggi,7,0,2,1.0
IR Jaggi,8,2,2,2.0
IR Jaggi,9,3,4,3.5
IR Jaggi,10,0,2,1.0
IR Jaggi,11,7,7,7.0
IR Jaggi,12,1,1,1.0
IR Jaggi,13,9,9,9.0
IR Jaggi,14,1,1,1.0
IR Jaggi,15,1,1,1.0
IR Jaggi,16,1,1,1.0
IR Jaggi,17,1,1,1.0
IR Jaggi,18,4,4,4.0
IR Jaggi,19,5,5,5.0
IS Sodhi,13,0,1,0.5
IS Sodhi,14,1,1,1.0
IS Sodhi,15,1,2,1.5
IS Sodhi,16,0,2,1.0
IS Sodhi,17,0,0,0.0
Imran Tahir,13,4,4,4.0
Imran Tahir,14,0,0,0.0
Imran Tahir,15,0,0,0.0
Imran Tahir,16,1,7,2.5
Imran Tahir,17,1,4,2.5
Imran Tahir,18,1,5,2.6666666666666665
Imran Tahir,19,0,1,0.5
Iqbal Abdulla,9,1,1,1.0
Iqbal Abdulla,10,2,2,2.0
Iqbal Abdulla,11,1,2,1.5
Iqbal Abdulla,12,1,1,1.0
Iqbal Abdulla,13,2,2,2.0
Iqbal Abdulla,14,2,4,3.0
Iqbal Abdulla,15,1,8,3.6666666666666665
Iqbal Abdulla,16,0,9,3.3333333333333335
Iqbal Abdulla,17,0,12,3.0
Iqbal Abdulla,18,1,6,3.0
Iqbal Abdulla,19,0,5,2.0
Ishan Kishan,0,0,10,2.509433962264151
Ishan Kishan,1,0,18,5.25
Ishan Kishan,2,0,23,4.5
Ishan Kishan,3,0,16,4.7254901960784315
Ishan Kishan,4,0,17,4.6
Ishan Kishan,5,0,16,3.269230769230769
Ishan Kishan,6,0,12,2.7755102040816326
Ishan Kishan,7,0,19,2.911111111111111
Ishan Kishan,8,0,13,3.5714285714285716
Ishan Kishan,9,0,12,3.7045454545454546
Ishan Kishan,10,0,17,3.8333333333333335
Ishan Kishan,11,0,10,2.8378378378378377
Ishan Kishan,12,0,20,3.7419354838709675
Ishan Kishan,13,0,24,5.148148148148148
Ishan Kishan,14,0,15,3.4814814814814814
Ishan Kishan,15,1,11,4.611111111111111
Ishan Kishan,16,0,12,3.176470588235294
Ishan Kishan,17,0,7,3.75
Ishan Kishan,18,1,20,7.75
Ishan Kishan,19,0,13,4.666666666666667
J Arunkumar,0,0,4,1.6666666666666667
J Arunkumar,1,0,0,0.0
J Arunkumar,2,0,5,2.5
J Arunkumar,3,1,1,1.0
J Arunkumar,4,12,12,12.0
J Botha,0,1,1,1.0
J Botha,1,6,6,6.0
J Botha,2,0,0,0.0
J Botha,3,0,10,4.666666666666667
J Botha,4,0,3,1.5
J Botha,5,0,6,2.5714285714285716
J Botha,6,0,6,1.7142857142857142
J Botha,7,1,7,3.8333333333333335
J Botha,8,1,9,4.833333333333333
J Botha,9,0,7,2.2857142857142856
J Botha,10,0,5,1.5
J Botha,11,2,8,4.625
J Botha,12,1,7,3.0
J Botha,13,0,5,2.1
J Botha,14,1,7,2.5454545454545454
J Botha,15,0,4,2.1818181818181817
J Botha,16,0,7,2.5
J Botha,17,0,11,3.6363636363636362
J Botha,18,0,18,3.2222222222222223
J Botha,19,1,17,5.142857142857143
J Fraser-McGurk,0,0,19,4.166666666666667
J Fraser-McGurk,1,0,15,7.777777777777778
J Fraser-McGurk,2,0,30,10.714285714285714
J Fraser-McGurk,3,0,28,10.4
J Fraser-McGurk,4,0,20,8.4
J Fraser-McGurk,5,0,0,0.0
J Fraser-McGurk,6,1,19,6.75
J Fraser-McGurk,7,0,5,2.3333333333333335
J Fraser-McGurk,8,1,3,2.0
J Fraser-McGurk,9,1,14,7.5
J Fraser-McGurk,10,3,3,3.0
J Fraser-McGurk,11,1,1,1.0
J Fraser-McGurk,12,19,19,19.0
J Fraser-McGurk,13,8,8,8.0
J Fraser-McGurk,14,3,3,3.0
J Overton,19,11,11,11.0
J Suchith,11,0,1,0.5
J Suchith,12,1,2,1.3333333333333333
J Suchith,13,0,2,1.0
J Suchith,14,0,4,2.0
J Suchith,15,0,10,5.0
J Suchith,17,1,1,1.0
J Suchith,18,2,16,7.25
J Suchith,19,0,6,2.2857142857142856
J Syed Mohammad,10,1,1,1.0
J Syed Mohammad,11,5,5,5.0
J Syed Mohammad,12,1,1,1.0
J Syed Mohammad,13,2,2,2.0
J Syed Mohammad,17,9,9,9.0
J Syed Mohammad,18,1,4,2.0
J Syed Mohammad,19,1,2,1.5
J Theron,16,1,1,1.0
J Theron,17,0,1,0.5
J Theron,18,5,5,5.0
J Theron,19,0,2,1.0
J Yadav,11,0,0,0.0
J Yadav,12,2,2,2.0
J Yadav,13,5,5,5.0
J Yadav,14,2,2,2.0
J Yadav,15,6,6,6.0
J Yadav,16,1,1,1.0
J Yadav,17,1,4,2.0
J Yadav,18,3,5,3.6666666666666665
J Yadav,19,1,6,3.5
JA Morkel,0,1,1,1.0
JA Morkel,2,1,1,1.0
JA Morkel,3,10,10,10.0
JA Morkel,4,1,1,1.0
JA Morkel,5,1,4,2.5
JA Morkel,6,3,7,5.0
JA Morkel,7,0,2,1.25
JA Morkel,8,0,8,2.8333333333333335
JA Morkel,9,1,5,2.25
JA Morkel,10,0,14,3.272727272727273
JA Morkel,11,0,16,5.181818181818182
JA Morkel,12,0,9,4.5
JA Morkel,13,0,23,3.588235294117647
JA Morkel,14,0,12,2.8181818181818183
JA Morkel,15,0,9,2.64
JA Morkel,16,0,11,4.064516129032258
JA Morkel,17,0,19,3.2972972972972974
JA Morkel,18,0,28,5.142857142857143
JA Morkel,19,0,17,4.333333333333333
JA Richardson,6,0,0,0.0
JA Richardson,7,1,1,1.0
JA Richardson,8,6,6,6.0
JA Richardson,9,1,1,1.0
JA Richardson,10,2,2,2.0
JA Richardson,11,5,5,5.0
JA Richardson,12,0,0,0.0
JA Richardson,19,0,2,1.0
JC Archer,1,0,0,0.0
JC Archer,13,0,3,1.3333333333333333
JC Archer,14,0,6,2.1666666666666665
JC Archer,15,0,5,2.2
JC Archer,16,0,11,4.222222222222222
JC Archer,17,0,11,2.8181818181818183
JC Archer,18,0,13,4.25
JC Archer,19,0,26,5.142857142857143
JC Buttler,0,0,13,3.4754098360655736
JC Buttler,1,0,15,3.9565217391304346
JC Buttler,2,0,28,4.861538461538461
JC Buttler,3,0,26,5.171875
JC Buttler,4,0,17,4.4035087719298245
JC Buttler,5,0,20,4.298245614035087
JC Buttler,6,0,11,3.4313725490196076
JC Buttler,7,0,14,3.6666666666666665
JC Buttler,8,0,17,4.931818181818182
JC Buttler,9,0,12,4.375
JC Buttler,10,0,12,3.8461538461538463
JC Buttler,11,0,13,3.973684210526316
JC Buttler,12,0,28,5.435897435897436
JC Buttler,13,0,13,2.7222222222222223
JC Buttler,14,0,20,5.2727272727272725
JC Buttler,15,0,24,6.09375
JC Buttler,16,0,17,4.730769230769231
JC Buttler,17,0,14,5.666666666666667
JC Buttler,18,0,22,6.411764705882353
JC Buttler,19,5,15,9.428571428571429
JD Ryder,0,0,14,3.1538461538461537
JD Ryder,1,0,8,2.8823529411764706
JD Ryder,2,1,18,6.2
JD Ryder,3,0,11,3.7777777777777777
JD Ryder,4,0,11,4.6923076923076925
JD Ryder,5,0,13,5.6
JD Ryder,6,1,5,2.111111111111111
JD Ryder,7,1,7,2.8333333333333335
JD Ryder,8,0,8,3.2857142857142856
JD Ryder,9,0,14,3.5
JD Ryder,10,1,11,5.333333333333333
JD Ryder,11,1,2,1.6666666666666667
JD Ryder,12,3,5,4.0
JD Ryder,13,2,2,2.0
JD Ryder,14,2,4,3.0
JD Ryder,15,8,9,8.5
JD Ryder,16,3,11,7.0
JD Ryder,17,1,1,1.0
JD Ryder,18,2,9,5.5
JD Ryder,19,1,1,1.0
JD Unadkat,10,2,2,2.0
